League,Team,Opponent,TransitionClass,TeamMatchRows,OpponentTotalRows,TransitionRateVsOpponentPct
English Premier League,Man City,Wolves,Draw Breakthrough,2,14,14.29
English Premier League,Man City,Wolves,Draw Lost,1,14,7.14
English Premier League,Man City,Wolves,Lead Collapse,1,14,7.14
English Premier League,Man City,Wolves,No Recovery,1,14,7.14
English Premier League,Man City,Wolves,Protected Lead,8,14,57.14
English Premier League,Man City,Wolves,Stable Draw,1,14,7.14
English Premier League,Man United,Arsenal,Draw Breakthrough,1,20,5.0
English Premier League,Man United,Arsenal,Draw Lost,5,20,25.0
English Premier League,Man United,Arsenal,Lead Slip,2,20,10.0
English Premier League,Man United,Arsenal,No Recovery,5,20,25.0
English Premier League,Man United,Arsenal,Protected Lead,4,20,20.0
English Premier League,Man United,Arsenal,Stable Draw,3,20,15.0
English Premier League,Man United,Aston Villa,Comeback Win,2,14,14.29
English Premier League,Man United,Aston Villa,Draw Breakthrough,1,14,7.14
English Premier League,Man United,Aston Villa,Draw Lost,1,14,7.14
English Premier League,Man United,Aston Villa,Lead Slip,1,14,7.14
English Premier League,Man United,Aston Villa,No Recovery,1,14,7.14
English Premier League,Man United,Aston Villa,Protected Lead,6,14,42.86
English Premier League,Man United,Aston Villa,Stable Draw,2,14,14.29
English Premier League,Man United,Bournemouth,Draw Breakthrough,1,16,6.25
English Premier League,Man United,Bournemouth,Draw Lost,1,16,6.25
English Premier League,Man United,Bournemouth,No Recovery,3,16,18.75
English Premier League,Man United,Bournemouth,Protected Lead,8,16,50.0
English Premier League,Man United,Bournemouth,Recovery Draw,2,16,12.5
English Premier League,Man United,Bournemouth,Stable Draw,1,16,6.25
English Premier League,Man United,Brentford,Comeback Win,2,8,25.0
English Premier League,Man United,Brentford,Draw Breakthrough,1,8,12.5
English Premier League,Man United,Brentford,No Recovery,2,8,25.0
English Premier League,Man United,Brentford,Protected Lead,2,8,25.0
English Premier League,Man United,Brentford,Stable Draw,1,8,12.5
English Premier League,Man United,Brighton,Comeback Win,1,16,6.25
English Premier League,Man United,Brighton,Draw Breakthrough,4,16,25.0
English Premier League,Man United,Brighton,Draw Lost,3,16,18.75
English Premier League,Man United,Brighton,No Recovery,5,16,31.25
English Premier League,Man United,Brighton,Protected Lead,3,16,18.75
English Premier League,Man United,Burnley,Draw Breakthrough,3,14,21.43
English Premier League,Man United,Burnley,Lead Slip,1,14,7.14
English Premier League,Man United,Burnley,No Recovery,1,14,7.14
English Premier League,Man United,Burnley,Protected Lead,5,14,35.71
English Premier League,Man United,Burnley,Recovery Draw,1,14,7.14
English Premier League,Man United,Burnley,Stable Draw,3,14,21.43
English Premier League,Man United,Cardiff,No Recovery,1,2,50.0
English Premier League,Man United,Cardiff,Protected Lead,1,2,50.0
English Premier League,Man United,Chelsea,Draw Breakthrough,2,20,10.0
English Premier League,Man United,Chelsea,Draw Lost,3,20,15.0
English Premier League,Man United,Chelsea,No Recovery,1,20,5.0
English Premier League,Man United,Chelsea,Protected Lead,4,20,20.0
English Premier League,Man United,Chelsea,Recovery Draw,1,20,5.0
English Premier League,Man United,Chelsea,Stable Draw,9,20,45.0
English Premier League,Man United,Crystal Palace,Comeback Win,1,20,5.0
English Premier League,Man United,Crystal Palace,Draw Breakthrough,1,20,5.0
English Premier League,Man United,Crystal Palace,Draw Lost,1,20,5.0
English Premier League,Man United,Crystal Palace,Lead Slip,1,20,5.0
English Premier League,Man United,Crystal Palace,No Recovery,5,20,25.0
English Premier League,Man United,Crystal Palace,Protected Lead,7,20,35.0
English Premier League,Man United,Crystal Palace,Stable Draw,4,20,20.0
English Premier League,Man United,Everton,Draw Breakthrough,2,20,10.0
English Premier League,Man United,Everton,Lead Slip,3,20,15.0
English Premier League,Man United,Everton,No Recovery,2,20,10.0
English Premier League,Man United,Everton,Protected Lead,9,20,45.0
English Premier League,Man United,Everton,Recovery Draw,3,20,15.0
English Premier League,Man United,Everton,Stable Draw,1,20,5.0
English Premier League,Man United,Fulham,Draw Breakthrough,5,10,50.0
English Premier League,Man United,Fulham,Draw Lost,1,10,10.0
English Premier League,Man United,Fulham,Lead Slip,1,10,10.0
English Premier League,Man United,Fulham,Protected Lead,3,10,30.0
English Premier League,Man United,Huddersfield,Draw Breakthrough,1,4,25.0
English Premier League,Man United,Huddersfield,Lead Slip,1,4,25.0
English Premier League,Man United,Huddersfield,No Recovery,1,4,25.0
English Premier League,Man United,Huddersfield,Protected Lead,1,4,25.0
English Premier League,Man United,Hull,Draw Breakthrough,1,2,50.0
English Premier League,Man United,Hull,Stable Draw,1,2,50.0
English Premier League,Man United,Ipswich,Draw Breakthrough,1,2,50.0
English Premier League,Man United,Ipswich,Stable Draw,1,2,50.0
English Premier League,Man United,Leeds,Draw Breakthrough,1,6,16.67
English Premier League,Man United,Leeds,Protected Lead,3,6,50.0
English Premier League,Man United,Leeds,Recovery Draw,1,6,16.67
English Premier League,Man United,Leeds,Stable Draw,1,6,16.67
English Premier League,Man United,Leicester,Draw Breakthrough,2,18,11.11
English Premier League,Man United,Leicester,Draw Lost,2,18,11.11
English Premier League,Man United,Leicester,Protected Lead,9,18,50.0
English Premier League,Man United,Leicester,Stable Draw,5,18,27.78
English Premier League,Man United,Liverpool,Draw Breakthrough,2,20,10.0
English Premier League,Man United,Liverpool,Draw Lost,1,20,5.0
English Premier League,Man United,Liverpool,Lead Slip,1,20,5.0
English Premier League,Man United,Liverpool,No Recovery,6,20,30.0
English Premier League,Man United,Liverpool,Protected Lead,2,20,10.0
English Premier League,Man United,Liverpool,Recovery Draw,2,20,10.0
English Premier League,Man United,Liverpool,Stable Draw,6,20,30.0
English Premier League,Man United,Luton,Draw Breakthrough,1,2,50.0
English Premier League,Man United,Luton,Protected Lead,1,2,50.0
English Premier League,Man United,Man City,Comeback Win,2,20,10.0
English Premier League,Man United,Man City,Draw Breakthrough,1,20,5.0
English Premier League,Man United,Man City,Draw Lost,2,20,10.0
English Premier League,Man United,Man City,Lead Collapse,1,20,5.0
English Premier League,Man United,Man City,No Recovery,6,20,30.0
English Premier League,Man United,Man City,Protected Lead,4,20,20.0
English Premier League,Man United,Man City,Stable Draw,4,20,20.0
English Premier League,Man United,Middlesbrough,Draw Breakthrough,1,2,50.0
English Premier League,Man United,Middlesbrough,Protected Lead,1,2,50.0
English Premier League,Man United,Newcastle,Comeback Win,1,18,5.56
English Premier League,Man United,Newcastle,Draw Breakthrough,3,18,16.67
English Premier League,Man United,Newcastle,Draw Lost,5,18,27.78
English Premier League,Man United,Newcastle,Lead Slip,1,18,5.56
English Premier League,Man United,Newcastle,No Recovery,1,18,5.56
English Premier League,Man United,Newcastle,Protected Lead,4,18,22.22
English Premier League,Man United,Newcastle,Recovery Draw,1,18,5.56
English Premier League,Man United,Newcastle,Stable Draw,2,18,11.11
English Premier League,Man United,Norwich,Draw Breakthrough,2,6,33.33
English Premier League,Man United,Norwich,No Recovery,1,6,16.67
English Premier League,Man United,Norwich,Protected Lead,3,6,50.0
English Premier League,Man United,Nott'm Forest,Comeback Win,1,6,16.67
English Premier League,Man United,Nott'm Forest,Draw Lost,2,6,33.33
English Premier League,Man United,Nott'm Forest,No Recovery,1,6,16.67
English Premier League,Man United,Nott'm Forest,Protected Lead,2,6,33.33
English Premier League,Man United,Sheffield United,Draw Breakthrough,2,6,33.33
English Premier League,Man United,Sheffield United,No Recovery,1,6,16.67
English Premier League,Man United,Sheffield United,Protected Lead,2,6,33.33
English Premier League,Man United,Sheffield United,Recovery Draw,1,6,16.67
English Premier League,Man United,Southampton,Comeback Win,3,18,16.67
English Premier League,Man United,Southampton,Draw Breakthrough,2,18,11.11
English Premier League,Man United,Southampton,Draw Lost,1,18,5.56
English Premier League,Man United,Southampton,Lead Slip,3,18,16.67
English Premier League,Man United,Southampton,Protected Lead,4,18,22.22
English Premier League,Man United,Southampton,Recovery Draw,1,18,5.56
English Premier League,Man United,Southampton,Stable Draw,4,18,22.22
English Premier League,Man United,Stoke,No Recovery,1,6,16.67
English Premier League,Man United,Stoke,Protected Lead,2,6,33.33
English Premier League,Man United,Stoke,Recovery Draw,1,6,16.67
English Premier League,Man United,Stoke,Stable Draw,2,6,33.33
English Premier League,Man United,Sunderland,Draw Lost,1,4,25.0
English Premier League,Man United,Sunderland,Protected Lead,3,4,75.0
English Premier League,Man United,Swansea,Draw Breakthrough,1,6,16.67
English Premier League,Man United,Swansea,Draw Lost,1,6,16.67
English Premier League,Man United,Swansea,Lead Slip,1,6,16.67
English Premier League,Man United,Swansea,Protected Lead,3,6,50.0
English Premier League,Man United,Tottenham,Comeback Win,1,20,5.0
English Premier League,Man United,Tottenham,Draw Breakthrough,3,20,15.0
English Premier League,Man United,Tottenham,Draw Lost,3,20,15.0
English Premier League,Man United,Tottenham,Lead Slip,2,20,10.0
English Premier League,Man United,Tottenham,No Recovery,5,20,25.0
English Premier League,Man United,Tottenham,Protected Lead,5,20,25.0
English Premier League,Man United,Tottenham,Recovery Draw,1,20,5.0
English Premier League,Man United,Watford,Draw Breakthrough,1,12,8.33
English Premier League,Man United,Watford,Draw Lost,1,12,8.33
English Premier League,Man United,Watford,No Recovery,2,12,16.67
English Premier League,Man United,Watford,Protected Lead,7,12,58.33
English Premier League,Man United,Watford,Stable Draw,1,12,8.33
English Premier League,Man United,West Brom,Draw Breakthrough,2,8,25.0
English Premier League,Man United,West Brom,Draw Lost,2,8,25.0
English Premier League,Man United,West Brom,Protected Lead,2,8,25.0
English Premier League,Man United,West Brom,Stable Draw,2,8,25.0
English Premier League,Man United,West Ham,Comeback Win,1,20,5.0
English Premier League,Man United,West Ham,Draw Breakthrough,4,20,20.0
English Premier League,Man United,West Ham,Draw Lost,2,20,10.0
English Premier League,Man United,West Ham,No Recovery,5,20,25.0
English Premier League,Man United,West Ham,Protected Lead,4,20,20.0
English Premier League,Man United,West Ham,Recovery Draw,1,20,5.0
English Premier League,Man United,West Ham,Stable Draw,3,20,15.0
English Premier League,Man United,Wolves,Draw Breakthrough,4,14,28.57
English Premier League,Man United,Wolves,Draw Lost,4,14,28.57
English Premier League,Man United,Wolves,Lead Slip,2,14,14.29
English Premier League,Man United,Wolves,Protected Lead,3,14,21.43
English Premier League,Man United,Wolves,Stable Draw,1,14,7.14
English Premier League,Middlesbrough,Arsenal,No Recovery,1,2,50.0
English Premier League,Middlesbrough,Arsenal,Stable Draw,1,2,50.0
English Premier League,Middlesbrough,Bournemouth,No Recovery,1,2,50.0
English Premier League,Middlesbrough,Bournemouth,Protected Lead,1,2,50.0
English Premier League,Middlesbrough,Burnley,Draw Lost,1,2,50.0
English Premier League,Middlesbrough,Burnley,Stable Draw,1,2,50.0
English Premier League,Middlesbrough,Chelsea,No Recovery,2,2,100.0
English Premier League,Middlesbrough,Crystal Palace,Draw Lost,1,2,50.0
English Premier League,Middlesbrough,Crystal Palace,No Recovery,1,2,50.0
English Premier League,Middlesbrough,Everton,No Recovery,1,2,50.0
English Premier League,Middlesbrough,Everton,Stable Draw,1,2,50.0
English Premier League,Middlesbrough,Hull,Draw Breakthrough,1,2,50.0
English Premier League,Middlesbrough,Hull,No Recovery,1,2,50.0
English Premier League,Middlesbrough,Leicester,Stable Draw,2,2,100.0
English Premier League,Middlesbrough,Liverpool,No Recovery,2,2,100.0
English Premier League,Middlesbrough,Man City,Lead Slip,1,2,50.0
English Premier League,Middlesbrough,Man City,Recovery Draw,1,2,50.0
English Premier League,Middlesbrough,Man United,Draw Lost,1,2,50.0
English Premier League,Middlesbrough,Man United,No Recovery,1,2,50.0
English Premier League,Middlesbrough,Southampton,Draw Lost,1,2,50.0
English Premier League,Middlesbrough,Southampton,No Recovery,1,2,50.0
English Premier League,Middlesbrough,Stoke,Lead Slip,1,2,50.0
English Premier League,Middlesbrough,Stoke,No Recovery,1,2,50.0
English Premier League,Middlesbrough,Sunderland,Protected Lead,2,2,100.0
English Premier League,Middlesbrough,Swansea,Protected Lead,1,2,50.0
English Premier League,Middlesbrough,Swansea,Stable Draw,1,2,50.0
English Premier League,Middlesbrough,Tottenham,Draw Lost,1,2,50.0
English Premier League,Middlesbrough,Tottenham,No Recovery,1,2,50.0
English Premier League,Middlesbrough,Watford,Draw Lost,1,2,50.0
English Premier League,Middlesbrough,Watford,Stable Draw,1,2,50.0
English Premier League,Middlesbrough,West Brom,Stable Draw,2,2,100.0
English Premier League,Middlesbrough,West Ham,No Recovery,1,2,50.0
English Premier League,Middlesbrough,West Ham,Stable Draw,1,2,50.0
English Premier League,Newcastle,Arsenal,Draw Breakthrough,3,18,16.67
English Premier League,Newcastle,Arsenal,Draw Lost,8,18,44.44
English Premier League,Newcastle,Arsenal,No Recovery,5,18,27.78
English Premier League,Newcastle,Arsenal,Protected Lead,1,18,5.56
English Premier League,Newcastle,Arsenal,Stable Draw,1,18,5.56
English Premier League,Newcastle,Aston Villa,Draw Lost,1,14,7.14
English Premier League,Newcastle,Aston Villa,Lead Slip,1,14,7.14
English Premier League,Newcastle,Aston Villa,No Recovery,4,14,28.57
English Premier League,Newcastle,Aston Villa,Protected Lead,5,14,35.71
English Premier League,Newcastle,Aston Villa,Stable Draw,3,14,21.43
